"nctid","anticipated_enrollment","actual_enrollment","has_summary_results","has_publication","phase_recoded","has_publ_or_summary","source"
"NCT02238392",NA,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02196896",240,229,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02099292",NA,103,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01995292",100,100,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01818115",NA,100,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01700322",78,126,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01434589",192,187,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01228149",60,62,TRUE,TRUE,"IV",TRUE,"Intovalue"
"NCT01078142",72,39,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00974155",640,889,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01822418",27,27,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01736436",12,20,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01668498",74,88,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02293746",60,60,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT03378804",NA,110,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03157622",12,12,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03146832",120,139,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02848014",66,74,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02127736",NA,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02125903",44,44,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01927991",100,112,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01908855",244,255,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01811966",210,220,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01811914",50,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01484418",100,68,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01407055",180,124,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00712218",640,640,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03666338",NA,200,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03524755",NA,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03272490",NA,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03120156",50,17,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02975154",60,56,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02888028",NA,182,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02883608",63,63,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02877797",NA,101,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02588300",45,43,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02545296",400,604,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02519101",160,160,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02436083",NA,350,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02349880",240,264,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02337400",156,155,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02329067",180,180,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02307396",25,21,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02272036",500,500,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02252575",100,107,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02217657",75,75,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02203461",30,30,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02188589",30,30,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02149927",NA,20,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02148835",44,44,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02126852",200,214,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02121704",334,334,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02118779",286,255,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02071849",15,20,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02059369",90,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02054468",72,82,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02008721",86,92,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02001792",412,412,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01959451",2600,2600,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01935297",30,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01921036",70,70,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01916408",160,160,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01899456",40,18,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01897558",290,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01832389",108,108,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01816386",75,75,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01785186",372,365,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT01741532",90,89,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT01714414",120,120,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01673776",132,132,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01673763",603,169,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01655290",20,20,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01632371",250,252,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01627015",50,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01607099",220,220,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01598948",17,17,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01584869",20,NA,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT01538979",180,181,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01530139",1280,1607,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01521715",80,44,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01462994",25,25,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01389375",4500,4524,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01181206",516,516,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT00874848",90,90,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00874107",90,90,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00688571",60,63,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01209286",20,36,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT00560794",21,21,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT03323528",330,321,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02695940",80,69,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02227550",650,676,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02196324",60,128,TRUE,TRUE,"II",TRUE,"Intovalue"
"NCT02027805",20,20,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01970384",100,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01956175",40,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01520103",166,139,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01361334",20,20,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01352988",10,11,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01223677",330,251,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT00976222",20,40,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT00714311",104,104,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT04209309",NA,19,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02993510",NA,67,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02990208",NA,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02552875",NA,80,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT02508220",15,15,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02500394",150,135,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02321813",220,220,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02306447",30,54,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01965028",30,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01935531",38,38,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01907022",30,42,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01663324",50,50,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01656135",60,70,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01229774",100,100,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00355862",482,525,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02175953",20,13,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02096562",50,27,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01896245",90,90,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01433523",800,834,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01282918",586,1077,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02941432",25,26,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02902861",NA,120,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02752802",96,96,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02744638",216,36,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02601963",210,233,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02559141",78,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02438228",30,30,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02365350",80,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02341898",10800,10800,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02312505",NA,65,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02273141",484,515,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT02253563",NA,40,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02189473",254,203,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02178631",NA,163,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01891864",372,531,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT01795482",99,99,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01726933",690,839,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01636752",1000,1013,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01635660",210,182,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01617343",50,23,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01338922",272,211,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01269151",20,20,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01074697",230,246,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01927549",706,706,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT03519698",NA,41,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03312140",NA,10,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03231839",NA,132,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03140397",NA,16,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT03134144",30,46,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02964520",27,28,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02951000",80,80,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02920840",18,17,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02618070",30,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02874911",NA,10,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02848209",20,9,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02727556",30,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02647489",66,66,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02640703",16,16,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT02551978",60,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02509728",40,24,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02468999",20,21,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02450578",30,22,TRUE,TRUE,"I",TRUE,"Intovalue"
"NCT02336334",48,48,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02336321",5,6,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02308813",100,100,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02260115",NA,78,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02222675",142,46,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02213406",NA,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02175160",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02134769",200,221,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02115516",58,67,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT02089009",345,214,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02046915",60,60,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01947595",1000,1145,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01894113",382,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01883765",105,118,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01883531",160,95,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01837901",NA,88,TRUE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01835002",100,105,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01797601",40,48,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01788254",120,144,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01773902",60,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01635114",100,112,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01600014",454,463,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT01480323",41,15,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01443260",30,9,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT01326767",300,366,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01092533",144,44,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT01035190",850,863,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT00204529",880,901,FALSE,TRUE,"III",TRUE,"Intovalue"
"NCT03085251",120,109,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT03033849",200,189,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02962518",NA,18,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02916576",140,NA,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02751229",100,NA,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02595645",100,101,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02358408",150,136,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02061722",60,90,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01942473",17,17,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01879241",250,252,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01684150",40,51,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01516827",150,159,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01407965",12,13,FALSE,TRUE,"IV",TRUE,"Intovalue"
"NCT01392079",122,135,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT01180322",336,277,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00949364",88,103,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT00850382",25,89,FALSE,TRUE,"I-II",TRUE,"Intovalue"
"NCT00732953",120,120,FALSE,TRUE,"II-III",TRUE,"Intovalue"
"NCT00670436",48,48,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02585882",NA,441,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01480362",464,360,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02775019",72,72,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02705456",148,150,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02689960",12,12,FALSE,TRUE,"II",TRUE,"Intovalue"
"NCT02337062",1100,1147,TRUE,TRUE,"III",TRUE,"Intovalue"
"NCT02223767",50,47,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01799525",10,10,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01764880",30,19,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01727778",12,12,FALSE,TRUE,"I",TRUE,"Intovalue"
"NCT01594892",60,60,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT01589913",200,118,FALSE,TRUE,"Not given",TRUE,"Intovalue"
"NCT02847260",NA,39,TRUE,FALSE,"IV",TRUE,"Intovalue"
"NCT02403986",50,53,TRUE,FALSE,"IV",TRUE,"Intovalue"
"NCT02021942",16,16,TRUE,FALSE,"II",TRUE,"Intovalue"
"NCT02793557",40,44,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT02019134",220,220,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01864707",141,104,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01503372",75,75,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02227641",50,50,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT03117088",7,7,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03070821",NA,30,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02778269",10,7,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02413957",300,220,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02382926",NA,10,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02315300",50,62,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02027662",60,61,FALSE,FALSE,"II-III",FALSE,"Intovalue"
"NCT02004483",35,19,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02001480",60,60,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01969045",40,30,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT01839071",100,109,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01789112",40,13,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01644071",56,47,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01644045",100,17,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01644019",120,28,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03031002",NA,77,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02476500",150,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01590992",100,175,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02501837",NA,40,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT01991691",57,57,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01047254",270,110,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01561118",66,66,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT04229069",NA,40,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03485716",NA,34,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02971787",12,8,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02888236",36,36,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02794298",24,32,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02633228",15,NA,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02633072",15,NA,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02599740",84,84,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02509962",12,14,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02478957",36,41,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02478034",80,80,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02478021",NA,80,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02398877",120,140,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02357706",20,20,TRUE,FALSE,"Not given",TRUE,"Intovalue"
"NCT02345278",80,81,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT02314572",15,15,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02096913",12,12,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT02094287",140,166,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01974011",60,86,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01840865",22,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01832740",22,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01815528",51,2,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01801787",30,30,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01625572",66,66,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01466465",36,35,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01357681",54,54,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01263977",60,60,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01258257",216,300,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01219231",46,NA,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT00951834",50,21,FALSE,FALSE,"II-III",FALSE,"Intovalue"
"NCT00799890",60,61,FALSE,FALSE,"II-III",FALSE,"Intovalue"
"NCT02421172",60,66,TRUE,FALSE,"II",TRUE,"Intovalue"
"NCT04114201",NA,139,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03657953",NA,157,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02652585",50,46,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01809847",79,20,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01220856",10,9,TRUE,FALSE,"II",TRUE,"Intovalue"
"NCT03868865",NA,57,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02775175",114,114,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02721849",80,45,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01407861",60,56,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01425957",190,229,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03118791",10,10,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02764749",40,40,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02147223",24,24,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01901458",50,50,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01465594",106,106,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03717493",NA,99,FALSE,FALSE,"II-III",FALSE,"Intovalue"
"NCT03548974",NA,57,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02483221",50,50,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02129439",18,20,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT00074230",NA,82,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT02842892",35,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02746692",30,40,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02594345",25,18,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02345135",NA,41,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02284256",146,150,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT02206854",16,16,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT01713790",40,40,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01611116",218,33,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01609946",593,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01244958",270,156,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT01170988",20,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01081093",72,NA,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT00977340",90,122,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02262949",30,31,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01065025",30,NA,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT02655276",30,30,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03093571",NA,47,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02509559",NA,8,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT02507167",NA,19,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT02493283",NA,23,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT03071796",100,80,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01903395",492,313,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01362361",0,54,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT03141476",60,60,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT02802254",180,121,FALSE,FALSE,"II-III",FALSE,"Intovalue"
"NCT02108353",144,46,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT02037581",240,120,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01914497",NA,3,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01914627",90,90,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01872052",NA,9,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01317134",90,90,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT00711230",36,36,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT00390702",338,103,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02787122",80,64,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT03667638",NA,5,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02535741",225,168,TRUE,FALSE,"Not given",TRUE,"Intovalue"
"NCT02527707",15,15,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT02079688",26,25,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01046799",20,NA,FALSE,FALSE,"III",FALSE,"Intovalue"
"NCT02679677",40,42,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT02454634",39,39,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT02054351",72,42,FALSE,FALSE,"I",FALSE,"Intovalue"
"NCT02015312",38,38,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01949064",40,44,FALSE,FALSE,"II",FALSE,"Intovalue"
"NCT01769313",35,30,FALSE,FALSE,"IV",FALSE,"Intovalue"
"NCT01394367",90,90,FALSE,FALSE,"Not given",FALSE,"Intovalue"
"NCT01277406",80,17,FALSE,FALSE,"I-II",FALSE,"Intovalue"
"NCT01166308",436,56,FALSE,FALSE,"Not given",FALSE,"Intovalue"
